4577,"ufo에 대한 영화가 아니라 ufo는 그냥 스펙타클을 전시하는 장치임. 요즘 영화산업의 스펙타클은 모두 허구라는 것을 ufo를 통해서 빗대고 있는데 영화 내내 두렵고 공포스러웠던 존재인 ufo가 실상 천쪼가리일 뿐이라는 반전을 통해 현대 영화의 스펙타클이 한낱 그린스크린 위의 허상이라는 것을 보여주죠. 이렇게 가짜가 판치게 된 이유를 영화는 시트콤 유행시절 길들여지지 않은 침팬치의 리얼한 스펙타클을 통해 보여주는데 당시의 스펙타클의 충격에서 벗어나지 못한 스티브연은 결국 사람들이 죽어나간 당시의 실상이 아닌 스펙타클만을 쫒다가 ufo에 잡아먹히는 역활로 등장하죠. (그래서 어린 스티브연이 죽지않고 오히려 침팬치와 주먹을 맞대며 교감하는 듯한 장면이 나오죠.)이 영화에 유독 cctv나 카메라, 눈 등이 강조되며 자주 등장하는 이유이기도 하며 흑인이나 말, 목장, ufo 배설물, 외계인으로 분장한 세 아이들 등등등 많은 상징적인 장면들과 장치들이 다 중의적인 의미를 지닙니다. 더구나 스필버그 라던가 하는 다수의 래퍼런스들이 포진해 있기도 해서 시네필에겐 그런 영화를 찾아내는 재미를 쏠쏠하게 제공하기도 합니다. 이 영화를 sf괴수물 쯤으로 바라보면 크게 재미없을 수도 있겠지만 영화를 좋아하거나 영화에 대한 애정과 향수를 지닌 이들이 본다면 무척 재미지게 관람할 수 있으며 제 개인적으론 전작인 겟아웃이나 어스보다 더 재미있게 봤어요. 전작들은 아이디어가 넘쳐서 영화보다 재능이 앞서는 느낌이 있었는데 이 영화는 한편의 영화로써 더 완성된 느낌입니다."
4578,이영화를 보지않고는 김호중 가수님을 논하지말라인생과 웃음과눈물이 공존하는 수작입니다 꼭보세요강추합니다^^!!
4579,영화를 보면서 주인공의 감정선이 되게 잘 느껴졌던 영화였습니다. 상황과 스토리에 대한 연출에 특색을 보이는 영화였어요!
4580,영화관에서 두 번 본 영화는 탑건이 처음. 근데 또 보고싶음. 꼭 영화관에서 보세요! 탑건1 보고가면 더 재밌음
4581,고어영화매니아인데 고어장면이 아예 없음 코미디 영화임 ㅜㅜ
4582,너무 정신없고 정리가 필요함
4583,고어영화매니아인데 너무 옛날영화라 슬래셔 요소가 좀약했음
4584,"유치한 각본, 유치한 유머, 어색한 캐릭터...각본 쓰고 연출하고 출연하고 나레이션까지 한 감독의 유치한 영화. 시간이 아깝다. 마블 시리즈의 망조."
4585,재밌어요 초반부 전개 빠르고 후반부 감동적이에요
4586,재밌어용 ㅋㅋㅋㅋ 킬링타임용으류 굿
4587,잔잔바리 스릴러
4588,전 재미있게 봤고 배우들 매력도 있는데 평점들이 야박하네요
4589,케빈 마지막 의견 말할때 갑자기 찡
4590,힐링을 받는 영화~~~~
4591,20년전 생각난다브로리보단 못하지만 찐따 오반 올만에 활약하네
4592,"발암 여주 때문에 1점 뺍니다. 출세 하려고 전남친에게 접근해서 군기밀 훔치고, 그때문에 전남친 쫓겨났는데 그래도 널 사랑해 하는거보고 암이 생겼습니다."
4593,존잼 마지막 쿠키가 찐 레전드
4594,심장이 또 다른 마음이 이성을 지배하는 갈등속에서 옥신각신..결국엔 신이 아니라 사람이 된다. 만조 바닷물 아래 내 마음을 쿵하고 내려 놓아버렸다
4595,"시작부터 영상미가 예사롭지 않더니 내용도 괜찮고, 간간히 웃음 포인트도 있어서 너무 재미있게 봤네요^^ 다음 작품도 너무 기대 됩니다 ㅎㅎ"
4596,예상되는 전개긴 했지만 오락 영화로 가볍게 보기에 딱 좋습니다.
4597,ㅁㅊ 사라진놉의 딸 ㅇㅈㄹ ㅋㅋ
